fea_ind,fea_name,group,CHR,MAPINFO,gene_set,Lasso,ENet,SGLasso,CDReg,rank,diff_loc
37166,cg09487611,1003,12,5019311,KCNA1,0.0,0.0,0.0,0.6367627955313068,21,171
23615,cg01461514,667,7,55177182,EGFR,0.0,0.0,0.0,0.6346768029339448,22,2289
37168,cg06204922,1003,12,5019933,KCNA1,0.0,0.0,0.0,0.6321516411189053,23,236
16618,cg03680338,490,6,22043967,FLJ22536,0.0,0.0,0.0,0.628078665265964,24,17741
23611,cg20041612,667,7,55146373,EGFR,0.0,0.0,0.0,0.6225714565424484,25,701
23613,cg10550611,667,7,55147158,EGFR,0.0,0.0,0.0,0.6057178412612347,26,1486
41188,cg24256211,1116,14,55035215,SAMD4A,0.0,0.0,0.0,0.604547727435321,27,37735
23612,cg14688342,667,7,55147074,EGFR,0.0,0.0,0.0,0.6034092235513835,28,84
52131,cg15612436,1439,22,43897902,MPPED1,0.0,0.0,0.0,0.598876472714539,29,695
16622,cg06374811,490,6,22099667,FLJ22536,0.0,0.0,0.0,0.5945551074813333,30,13849
16619,cg15943139,490,6,22061708,FLJ22536,0.0,0.0,0.0,0.5896639819866633,31,8386
41193,cg06633081,1116,14,55120781,SAMD4A,0.0,0.0,0.0,0.5864867027385241,32,22974
23605,cg10002850,667,7,55089770,EGFR,0.0,0.0,0.0,0.585719422699666,33,746
46371,cg02064158,1264,17,1929356,RTN4RL1,0.0,0.0,0.0,0.5856134851514228,34,27602
16625,cg24859352,490,6,22147383,FLJ22536,0.0,0.0,0.0,0.5813345363561399,35,1355
23601,cg03860890,667,7,55086288,EGFR,0.0,0.0,0.0,0.5810454249362718,36,580
16624,cg00895196,490,6,22147182,FLJ22536,0.0,0.0,0.0,0.5714617574299367,37,201
16627,cg04004744,490,6,22190121,FLJ22536,0.0,0.0,0.0,0.5673931587726532,38,6303191
46803,cg04105895,1279,17,21300735,KCNJ12,0.0,0.0,0.0,0.5639521746661094,39,4379
16615,cg22800743,490,6,21954586,FLJ22536,0.0,0.0,0.0,0.5597253756857606,40,33262
16620,cg06057918,490,6,22070094,FLJ22536,0.0,0.0,0.0,0.5586108381247151,41,1839
23616,cg02166842,667,7,55179471,EGFR,0.0,0.0,0.0,0.5568347321532789,42,29742
46804,cg13952688,1279,17,21305114,KCNJ12,0.0,0.0,0.0,0.5545972791728323,43,12884
41266,cg11866719,1118,14,60336433,RTN1,0.0,0.0,0.0,0.5526493800384816,44,226
37164,cg10767336,1003,12,5019066,KCNA1,0.0,0.0,0.0,0.550976820630994,45,25
23620,cg04116217,667,7,55223664,EGFR,0.0,0.0,0.0,0.5448087400830632,46,1231
23617,cg18452131,667,7,55209213,EGFR,0.0,0.0,0.0,0.5446631159608556,47,3825
23604,cg25311271,667,7,55087519,EGFR,0.0,0.0,0.0,0.5385526920223962,48,2251
41265,cg01604380,1118,14,60336292,RTN1,0.0,0.0,0.0,0.5370488287942284,49,141
33722,cg08771706,909,11,2890394,KCNQ1DN,0.0,0.0,0.0,0.535542734608274,50,25
41194,cg26437697,1116,14,55143755,SAMD4A,0.0,0.0,0.0,0.5344809493148982,51,6759
23621,cg18071865,667,7,55224895,EGFR,0.0,0.0,0.0,0.530687276198222,52,15
23614,cg27637738,667,7,55148644,EGFR,0.0,0.0,0.0,0.5271710890462796,53,28538
16617,cg23902105,490,6,22009091,FLJ22536,0.0,0.0,0.0,0.525249029486296,54,34876
23619,cg02003682,667,7,55223545,EGFR,0.0,0.0,0.0,0.523767955915521,55,119
41197,cg18110553,1116,14,55169922,SAMD4A,0.0,0.0,0.0,0.5224672510458203,56,27067
33745,cg09998591,909,11,2891402,KCNQ1DN,0.0,0.0,0.0,0.5215275189113678,57,13261
33719,cg06281297,909,11,2890190,KCNQ1DN,0.0,0.0,0.0,0.5159752015392667,58,68
23618,cg16488565,667,7,55213038,EGFR,0.0,0.0,0.0,0.5153854191376642,59,10507
16614,cg01458195,490,6,21942661,FLJ22536,0.0,0.0,0.0,0.5149066292392904,60,11925
41200,cg21879240,1116,14,55220829,SAMD4A,0.0,0.0,0.0,0.5109854808890696,61,127
41195,cg24723693,1116,14,55150514,SAMD4A,0.0,0.0,0.0,0.510944307009914,62,14574
41201,cg27127645,1116,14,55220956,SAMD4A,0.0,0.0,0.0,0.5098006822777232,63,433
12865,cg21810379,380,4,114168914,ANK2,0.0,0.0,0.0,0.5093550931730808,64,44660
41207,cg10798173,1116,14,55227154,SAMD4A,0.0,0.0,0.0,0.5083751755584925,65,1654
16612,cg16804603,490,6,21856613,FLJ22536,0.0,0.0,0.0,0.5058619969048991,66,29845
41206,cg09399131,1116,14,55227064,SAMD4A,0.0,0.0,0.0,0.5056423934694123,67,90
52132,cg02261346,1439,22,43898597,MPPED1,0.0,0.0,0.0,0.5044006724878662,68,2926
41196,cg26110727,1116,14,55165088,SAMD4A,0.0,0.0,0.0,0.5039809888508591,69,4834
41205,cg09274864,1116,14,55226964,SAMD4A,0.0,0.0,0.0,0.5038003189234169,70,100
46368,cg14249528,1264,17,1927796,RTN4RL1,0.0,0.0,0.0,0.4994226149460992,71,386
41202,cg00678668,1116,14,55221389,SAMD4A,0.0,0.0,0.0,0.4992275896995643,72,98
33718,cg23762359,909,11,2890082,KCNQ1DN,0.0,0.0,0.0,0.4986389274835173,73,108
33720,cg05656180,909,11,2890258,KCNQ1DN,0.0,0.0,0.0,0.4979644345792809,74,131
12866,cg02296478,380,4,114213574,ANK2,0.0,0.0,0.0,0.4970723621042168,75,340
23599,cg22396409,667,7,55086146,EGFR,0.0,0.0,0.0,0.4955377078932605,76,18
41211,cg02035733,1116,14,55259162,SAMD4A,0.0,0.0,0.0,0.4950204457397178,77,2009940
12871,cg04522984,380,4,114238277,ANK2,0.0,0.0,0.0,0.4940450371073232,78,604
41210,cg14187687,1116,14,55249770,SAMD4A,0.0,0.0,0.0,0.4937316675515191,79,9392
23622,cg02316066,667,7,55224910,EGFR,0.0,0.0,0.0,0.4928648510247344,80,172
12875,cg10344245,380,4,114288822,ANK2,0.0,0.0,0.0,0.49018485885662,81,4916
33721,cg13885561,909,11,2890389,KCNQ1DN,0.0,0.0,0.0,0.4889814595170588,82,5
33726,cg09502866,909,11,2890473,KCNQ1DN,0.0,0.0,0.0,0.4876964090051623,83,78
41264,cg15874425,1118,14,60334088,RTN1,0.0,0.0,0.0,0.4862825277410658,84,2204
37163,cg15543616,1003,12,5019024,KCNA1,0.0,0.0,0.0,0.4848989573802343,85,42
12863,cg02735486,380,4,113970935,ANK2,0.0,0.0,0.0,0.4833562641905859,86,93241
41204,cg21554616,1116,14,55226755,SAMD4A,0.0,0.0,0.0,0.482083968732703,87,209
33725,cg13081704,909,11,2890457,KCNQ1DN,0.0,0.0,0.0,0.4812215858815201,88,16
41209,cg10507281,1116,14,55230528,SAMD4A,0.0,0.0,0.0,0.4805958445822555,89,19242
12868,cg25915539,380,4,114214080,ANK2,0.0,0.0,0.0,0.4778485659742225,90,13
41208,cg07449447,1116,14,55228808,SAMD4A,0.0,0.0,0.0,0.4777851578237901,91,1720
41203,cg23691492,1116,14,55221487,SAMD4A,0.0,0.0,0.0,0.4772932739917388,92,5268
12867,cg07486252,380,4,114213914,ANK2,0.0,0.0,0.0,0.474202164311453,93,166
41256,cg20246273,1118,14,60192278,RTN1,0.0,0.0,0.0,0.4696132535836524,94,1554
12876,cg21490597,380,4,114293738,ANK2,0.0,0.0,0.0,0.4691311219552603,95,67
26419,cg24477102,717,8,2879917,CSMD1,0.0,0.0,0.0,0.4679061190371299,96,36897
41199,cg07921759,1116,14,55203969,SAMD4A,0.0,0.0,0.0,0.4676093169315576,97,16860
14104,cg04907257,414,5,7395318,ADCY2,0.0,0.0,0.0,0.4675738475267432,98,557
21386,cg13548189,612,7,975358,ADAP1,0.0,0.0,0.0,0.4669136722883037,99,403
41259,cg18864442,1118,14,60194079,RTN1,0.0,0.0,0.0,0.4657063193526645,100,170
39893,cg14789645,1087,13,98794353,FARP1,0.0,0.0,0.0,0.4644200827619445,101,117
23626,cg20062492,667,7,55248572,EGFR,0.0,0.0,0.0,0.4615365368757554,102,9374
41258,cg09227765,1118,14,60193876,RTN1,0.0,0.0,0.0,0.458237486868413,103,203
21379,cg01617071,612,7,964629,ADAP1,0.0,0.0,0.0,0.4566365063765856,104,1452
37162,cg03929977,1003,12,5019017,KCNA1,0.0,0.0,0.0,0.4565536502987789,105,7
41260,cg22785805,1118,14,60194249,RTN1,0.0,0.0,0.0,0.455856122990726,106,574
16613,cg15541384,490,6,21886458,FLJ22536,0.0,0.0,0.0,0.454200168686766,107,56203
22426,cg10791881,630,7,5231782,WIPI2,0.0,0.0,0.0,0.4536208821414183,108,25827
33744,cg05029822,909,11,2891118,KCNQ1DN,0.0,0.0,0.0,0.4526229756646748,109,284
41255,cg14168993,1118,14,60190052,RTN1,0.0,0.0,0.0,0.45108512092356,110,2226
21392,cg00830813,612,7,984874,ADAP1,0.0,0.0,0.0,0.4499529710333194,111,740
33724,cg08246619,909,11,2890454,KCNQ1DN,0.0,0.0,0.0,0.4491665913600747,112,3
37155,cg04891086,1003,12,5018513,KCNA1,0.0,0.0,0.00610284312184731,0.448016518500947,113,202
23625,cg20706768,667,7,55225183,EGFR,0.0,0.0,0.0,0.4477212037005659,114,23389
33733,cg17239974,909,11,2890629,KCNQ1DN,0.0,0.0,0.0,0.4474355846239,115,15
12869,cg17665652,380,4,114214093,ANK2,0.0,0.0,0.0,0.4470040213720108,116,92
21400,cg19506311,612,7,994742,ADAP1,0.0,0.0,0.0,0.4448629890692481,117,27729
46367,cg06791321,1264,17,1927532,RTN4RL1,0.0,0.0,0.0,0.4443017102127034,118,264
33740,cg23008562,909,11,2891065,KCNQ1DN,0.0,0.0,0.0,0.4440912282881682,119,12
33728,cg26601317,909,11,2890575,KCNQ1DN,0.0,0.0,0.0,0.442475713624092,120,2
23624,cg21808635,667,7,55225133,EGFR,0.0,0.0,0.0,0.4412715894585832,121,50
23623,cg16589260,667,7,55225082,EGFR,0.0,0.0,0.0,0.4410059454554354,122,51
46361,cg23669611,1264,17,1901684,RTN4RL1,0.0,0.0,0.0,0.4392721241353861,123,280
21393,cg02461342,612,7,985614,ADAP1,0.0,0.0,0.0,0.4384741943135992,124,16
33743,cg01530101,909,11,2891098,KCNQ1DN,0.0,0.0,0.0,0.4354609328227546,125,20
12873,cg26247841,380,4,114252967,ANK2,0.0,0.0,0.0,0.4337723048712069,126,9126
33741,cg12198813,909,11,2891077,KCNQ1DN,0.0,0.0,0.0,0.4315605220252955,127,5
52133,cg07799219,1439,22,43901523,MPPED1,0.0,0.0,0.0,0.4306715277071778,128,666814
41261,cg07950296,1118,14,60194823,RTN1,0.0,0.0,0.0,0.4302597889156227,129,446
37156,cg06652199,1003,12,5018715,KCNA1,0.0,0.0,0.0,0.4299973736826053,130,83
13793,cg04718185,406,5,1207046,SLC6A19,0.0,0.0,0.0,0.4266513511885263,131,159
41268,cg25097436,1118,14,60336972,RTN1,0.0,0.0,0.0,0.4253198082694168,132,41
41190,cg20074307,1116,14,55092491,SAMD4A,0.0,0.0,0.0,0.4252346082739352,133,12866
37153,cg15930596,1003,12,5018229,KCNA1,0.0,0.0,0.0,0.4247017858958284,134,109
21385,cg20737995,612,7,975078,ADAP1,0.0,0.0,0.0,0.4245991806642794,135,280
46800,cg01637175,1279,17,21281507,KCNJ12,0.0,0.0,0.0,0.4238538807369503,136,995
12864,cg06254768,380,4,114064176,ANK2,0.0,0.0,0.0,0.4235809978876501,137,104738
13790,cg05972316,406,5,1204924,SLC6A19,0.0,0.0,0.0,0.4233809741660736,138,572
33742,cg25203481,909,11,2891082,KCNQ1DN,0.0,0.0,0.0,0.4231990993331601,139,16
36868,cg22571065,997,12,1949503,CACNA2D4,0.0,0.0,0.0,0.4229177162522921,140,83
16610,cg10126181,490,6,21832051,FLJ22536,0.0,0.0,0.0,0.4213321924384651,141,14180
41192,cg18265575,1116,14,55110329,SAMD4A,0.0,0.0,0.0,0.4210397675285506,142,10452
12870,cg08448479,380,4,114214185,ANK2,0.0,0.0,0.0,0.4208985676686209,143,24092
41189,cg18499294,1116,14,55072950,SAMD4A,0.0,0.0,0.0,0.4197926244723832,144,19541
39895,cg00221494,1087,13,98794593,FARP1,0.0,0.0,0.0,0.4194777205447679,145,969
46370,cg20641798,1264,17,1928197,RTN4RL1,0.0,0.0,0.0,0.4169974226318901,146,1159
12872,cg19949241,380,4,114238881,ANK2,0.0,0.0,0.0,0.4167138556598551,147,14086
12854,cg07677598,380,4,113817197,ANK2,0.0,0.0,0.0,0.4143033198911066,148,1728
21388,cg04007890,612,7,976706,ADAP1,0.0,0.0,0.0,0.4141104785357386,149,291
16611,cg06128123,490,6,21846231,FLJ22536,0.0,0.0,0.0,0.4130821670224903,150,10382
21390,cg06077224,612,7,977136,ADAP1,0.0,0.0,0.0,0.4125304521031248,151,2507
33734,cg20250981,909,11,2890644,KCNQ1DN,0.0,0.0,0.0,0.4124989833610085,152,3
41257,cg14685575,1118,14,60193832,RTN1,0.0,0.0,0.0,0.4123645140277354,153,44
41191,cg10757024,1116,14,55105357,SAMD4A,0.0,0.0,0.0,0.4105328223781068,154,4972
22469,cg21432302,631,7,5343586,SLC29A4,0.0,0.0,0.0,0.4102292238526099,155,74
46366,cg22791545,1264,17,1924319,RTN4RL1,0.0,0.0,0.0,0.4100788836550808,156,3213
46365,cg23094620,1264,17,1915536,RTN4RL1,0.0,0.0,0.0,0.408858502679032,157,8783
46364,cg23630423,1264,17,1903022,RTN4RL1,0.0,0.0,0.0,0.4087200326830609,158,12514
21378,cg14407179,612,7,963768,ADAP1,0.0,0.0,0.0,0.4078987578177655,159,861
37897,cg07112673,1031,12,100377910,ANKS1B,0.0,0.0,0.0,0.4074895888636612,160,285
13796,cg11666857,406,5,1207464,SLC6A19,0.0,0.0,0.0,0.407156291300959,161,5026
46362,cg08454053,1264,17,1901964,RTN4RL1,0.0,0.0,0.0,0.4064099653213144,162,232
41263,cg09850101,1118,14,60195307,RTN1,0.0,0.0,0.0,0.4060376118773557,163,138781
21377,cg23667602,612,7,960528,ADAP1,0.0,0.0,0.0,0.4052470526882571,164,3240
12857,cg11474135,380,4,113933301,ANK2,0.0,0.0,0.0,0.4042756823718564,165,37316
21391,cg21619637,612,7,979643,ADAP1,0.0,0.0,0.0,0.4017569027904858,166,5231
46799,cg11413133,1279,17,21281318,KCNJ12,0.0,0.0,0.0,0.4014461689654004,167,189
12877,cg15882726,380,4,114293805,ANK2,0.0,0.0,0.0,0.4000996871011104,168,8556494
21397,cg14051181,612,7,989228,ADAP1,0.0,0.0,0.0,0.399401067847474,169,2180
21387,cg09312781,612,7,975761,ADAP1,0.0,0.0,0.0,0.3993013430930676,170,945
13794,cg01840128,406,5,1207205,SLC6A19,0.0,0.0,0.0,0.3983106660491526,171,26
13786,cg26948274,406,5,1201698,SLC6A19,0.0,0.0,0.0,0.3974182452811007,172,15
37165,cg12908522,1003,12,5019091,KCNA1,0.0,0.0,0.0,0.3971612238827326,173,220
17799,cg26472225,523,6,31832238,SLC44A4,0.0,0.0,0.0,0.3970199110629148,174,190
21389,cg07070518,612,7,976997,ADAP1,0.0,0.0,0.0,0.3967688294719878,175,139
13788,cg02685680,406,5,1201978,SLC6A19,0.0,0.0,0.0,0.3964273799707057,176,471
12861,cg03476195,380,4,113970745,ANK2,0.0,0.0,0.0,0.3964064259114922,177,75
23308,cg03316359,657,7,43502573,HECW1,0.0,0.0,0.0,0.3955882950964112,178,60874
21384,cg01410316,612,7,971767,ADAP1,0.0,0.0,0.0,0.3952864003825575,179,3311
17825,cg04021562,523,6,31845527,SLC44A4,0.0,0.0,0.0,0.394222177038267,180,145
22944,cg06642895,647,7,27952113,JAZF1,0.0,0.0,0.0,0.3935154152593747,181,5195
30192,cg10731020,819,10,34496374,PARD3,0.0,0.0,0.0,0.3918566463715401,182,8947
13791,cg00472281,406,5,1205496,SLC6A19,0.0,0.0,0.0,0.3904503710732319,183,1149
12853,cg13555290,380,4,113781793,ANK2,0.0,0.0,0.0,0.3903513429048011,184,35404
37154,cg00838874,1003,12,5018338,KCNA1,0.0,0.0,0.0,0.3894459694029317,185,175
16609,cg19988367,490,6,21808465,FLJ22536,0.0,0.0,0.0,0.3894085232000783,186,23586
22462,cg23388451,631,7,5340323,SLC29A4,0.0,0.0,0.0,0.3865701989223627,187,2003
30189,cg13628006,819,10,34446040,PARD3,0.0,0.0,0.0,0.3864439285942895,188,20753
13800,cg22165524,406,5,1213187,SLC6A19,0.0,0.0,0.0,0.3861294482662539,189,465
46797,cg22146252,1279,17,21281032,KCNJ12,0.0,0.0,0.0,0.3855989133258779,190,131
36860,cg13726878,997,12,1908303,CACNA2D4,0.0,0.0,0.0,0.3854449584119346,191,12812
41262,cg15815318,1118,14,60195269,RTN1,0.0,0.0,0.0,0.3841287215576415,192,38
21376,cg20928945,612,7,960411,ADAP1,0.0,0.0,0.0,0.3835606651078202,193,117
12855,cg18219250,380,4,113818925,ANK2,0.0,0.0,0.0,0.3832588268739104,194,87611
36859,cg05169846,997,12,1905735,CACNA2D4,0.0,0.0,0.0,0.3830112093862136,195,2568
23310,cg06931356,657,7,43575891,HECW1,0.0,0.0,0.0,0.3827412352540279,196,1470
30188,cg15292765,819,10,34405759,PARD3,0.0,0.0,0.0,0.3822595742918356,197,40281
22943,cg12988813,647,7,27946471,JAZF1,0.0,0.0,0.0,0.3819478803077027,198,5642
23304,cg21154964,657,7,43484715,HECW1,0.0,0.0,0.0,0.3814078943900354,199,393
21399,cg13634864,612,7,994696,ADAP1,0.0,0.0,0.0,0.3811396146561689,200,46
7200,cg07949777,197,2,128388876,MYO7B,0.0,0.0,0.0,0.3804617988485622,201,331
17800,cg10017105,523,6,31832428,SLC44A4,0.0,0.0,0.0,0.3798129384255651,202,101
17818,cg24490633,523,6,31838973,SLC44A4,0.0,0.0,0.0,0.3790768635557513,203,52
30191,cg16895672,819,10,34470745,PARD3,0.0,0.0,0.0,0.3789876723108958,204,25629
13797,cg23119827,406,5,1212490,SLC6A19,0.0,0.0,0.0,0.378575011013589,205,55
26418,cg02528400,717,8,2832078,CSMD1,0.0,0.0,0.0,0.3783215855049871,206,47839
21375,cg19445335,612,7,960350,ADAP1,0.0,0.0,0.0,0.3782078348978278,207,61
16607,cg17050756,490,6,21771976,FLJ22536,0.0,0.0,0.0,0.3777376299509377,208,29466
13795,cg09648809,406,5,1207231,SLC6A19,0.0,0.0,0.0,0.3765204777450194,209,233
22470,cg24340453,631,7,5343660,SLC29A4,0.0,0.0,0.0,0.3762008106754625,210,4038
21380,cg18127823,612,7,966081,ADAP1,0.0,0.0,0.0,0.37606516467669,211,866
23305,cg08477485,657,7,43485108,HECW1,0.0,0.0,0.0,0.3754877984494372,212,33
23312,cg26011105,657,7,43590148,HECW1,0.0,0.0,0.0,0.375251053350955,213,28
22425,cg00987699,630,7,5229947,WIPI2,0.0,0.0,0.0,0.3752404633614603,214,1835
21396,cg15015122,612,7,985784,ADAP1,0.0,0.0,0.0,0.3745504855392516,215,3444
23300,cg19053686,657,7,43479485,HECW1,0.0,0.0,0.0,0.3744083349335984,216,2489
41253,cg16385878,1118,14,60179235,RTN1,0.0,0.0,0.0,0.37417605175069,217,987
13802,cg06048662,406,5,1216726,SLC6A19,0.0,0.0,0.0,0.3725715506756884,218,75
30190,cg17200577,819,10,34466793,PARD3,0.0,0.0,0.0,0.3719262390758375,219,3952
17813,cg19955284,523,6,31833747,SLC44A4,0.0,0.0,0.0,0.371702201964749,220,194
22468,cg01185093,631,7,5343176,SLC29A4,0.0,0.0,0.0,0.3713734227975646,221,410
23303,cg12302761,657,7,43484525,HECW1,0.0,0.0,0.0,0.3707990594206664,222,190
36870,cg10520740,997,12,1952798,CACNA2D4,0.0,0.0,0.0,0.3707078066578557,223,10512
21398,cg26411436,612,7,991408,ADAP1,0.0,0.0,0.0,0.3690036655483637,224,3288
13784,cg21492882,406,5,1201639,SLC6A19,0.0,0.0,0.0,0.3686166932122403,225,52
13792,cg20706711,406,5,1206645,SLC6A19,0.0,0.0,0.0,0.3682759685369059,226,401
26424,cg00018696,717,8,3046483,CSMD1,0.0,0.0,0.0,0.367007494888565,227,1053
26423,cg19884629,717,8,3016640,CSMD1,0.0,0.0,0.0,0.3666435475429342,228,29843
33723,cg03947814,909,11,2890419,KCNQ1DN,0.0,0.0,0.0,0.3653505710122336,229,35
23313,cg20705804,657,7,43590176,HECW1,0.0,0.0,0.0,0.364792850392159,230,4643
21382,cg07102937,612,7,966968,ADAP1,0.0,0.0,0.0,0.3636763736863706,231,70
33729,cg10300188,909,11,2890577,KCNQ1DN,0.0,0.0,0.0,0.3633592482142924,232,10
22464,cg17128256,631,7,5342540,SLC29A4,0.0,0.0,0.0,0.3629278073356151,233,265
46796,cg16087412,1279,17,21281017,KCNJ12,0.0,0.0,0.0,0.3620407145089445,234,15
16616,cg22042833,490,6,21987848,FLJ22536,0.0,0.0,0.0,0.3608486676381217,235,21243
21395,cg06902609,612,7,985719,ADAP1,0.0,0.0,0.0,0.3598049653401411,236,65
37167,cg10363246,1003,12,5019482,KCNA1,0.0,0.0,0.01601664457416466,0.3597232671011857,237,451
13785,cg02389859,406,5,1201691,SLC6A19,0.0,0.0,0.0,0.3596529401576167,238,7
13799,cg10035234,406,5,1212554,SLC6A19,0.0,0.0,0.0,0.3594138605547836,239,633
13798,cg15142890,406,5,1212545,SLC6A19,0.0,0.0,0.0,0.357628482459212,240,9
16623,cg02832512,490,6,22113516,FLJ22536,0.0,0.0,0.0,0.3574367612893994,241,33666
33727,cg05290058,909,11,2890551,KCNQ1DN,0.0,0.0,0.0,0.3573884238706835,242,24
7201,cg01243465,197,2,128389207,MYO7B,0.0,0.0,0.0,0.3573669426653261,243,21482
7197,cg00401761,197,2,128381877,MYO7B,0.0,0.0,0.0,0.3567369653702637,244,506
22465,cg16645977,631,7,5342805,SLC29A4,0.0,0.0,0.0,0.3554907918864678,245,88
13803,cg02580900,406,5,1216801,SLC6A19,0.0,0.0,0.0,0.3553807783689345,246,279
21394,cg24272254,612,7,985630,ADAP1,0.0,0.0,0.0,0.3549987574412326,247,89
41267,cg15524516,1118,14,60336659,RTN1,0.0,0.0,0.0,0.3549582613214047,248,313
7199,cg01837630,197,2,128385752,MYO7B,0.0,0.0,0.0,0.3547586894393801,249,3124
41274,cg10766546,1118,14,60337674,RTN1,0.0,0.0,0.0,0.3542787134621829,250,16
30197,cg09884107,819,10,34609538,PARD3,0.0,0.0,0.0,0.3542591525749206,251,51670
46359,cg27299033,1264,17,1883179,RTN4RL1,0.0,0.0,0.0,0.3533917147687523,252,14169
13816,cg04248937,406,5,1222847,SLC6A19,0.0,0.0,0.0,0.3525816982389554,253,320
12860,cg02060584,380,4,113970739,ANK2,0.0,0.0,0.0,0.3519354547200289,254,6
22947,cg00933763,647,7,27976026,JAZF1,0.0,0.0,0.0,0.3517679446195323,255,82963
52128,cg24133380,1439,22,43833891,MPPED1,0.0,0.0,0.0,0.3509358350183183,256,1250
22458,cg05101809,631,7,5338832,SLC29A4,0.0,0.0,0.0,0.3502192551424989,257,133
12874,cg20758834,380,4,114262093,ANK2,0.0,0.0,0.0,0.349796935774773,258,26729
22466,cg17230640,631,7,5342893,SLC29A4,0.0,0.0,0.0,0.3494494617461339,259,40
16602,cg12661262,490,6,21691612,FLJ22536,0.0,0.0,0.0,0.3489892349226789,260,20088
26421,cg25766801,717,8,2990464,CSMD1,0.0,0.0,0.0,0.3487342562156178,261,6588
21381,cg07492281,612,7,966947,ADAP1,0.0,0.0,0.0,0.3486718082242329,262,21
52129,cg10314052,1439,22,43835141,MPPED1,0.0,0.0,0.0,0.3481734386119489,263,459
22463,cg01121978,631,7,5342326,SLC29A4,0.0,0.0,0.0,0.3481278404705156,264,214
17828,cg18856043,523,6,31845739,SLC44A4,0.0,0.0,0.0,0.3478048128442923,265,140
46360,cg20899146,1264,17,1897348,RTN4RL1,0.0,0.0,0.0,0.3477088910727801,266,4336
46354,cg05550893,1264,17,1880884,RTN4RL1,0.0,0.0,0.0,0.3471518105587372,267,57
22427,cg06640364,630,7,5257609,WIPI2,0.0,0.0,0.0,0.347082020174636,268,23
46363,cg11398400,1264,17,1902196,RTN4RL1,0.0,0.0,0.0,0.3468575029840237,269,826
16626,cg10558740,490,6,22148738,FLJ22536,0.0,0.0,0.0,0.3467047529755517,270,41383
17814,cg25208582,523,6,31833941,SLC44A4,0.0,0.0,0.0,0.3464773176545008,271,25
30194,cg11646078,819,10,34519312,PARD3,0.0,0.0,0.0,0.3462574035793223,272,83625
26422,cg02006324,717,8,2997052,CSMD1,0.0,0.0,0.0,0.3460150575530629,273,19588
17805,cg26434400,523,6,31833072,SLC44A4,0.0,0.0,0.0,0.3456760084493996,274,32
17831,cg07357081,523,6,31846797,SLC44A4,0.0,0.0,0.0,0.3448172120746589,275,16
12856,cg19784545,380,4,113906536,ANK2,0.0,0.0,0.0,0.3438941980036222,276,26765
17801,cg14378924,523,6,31832529,SLC44A4,0.0,0.0,0.0,0.3436424292400435,277,321
41345,cg14122300,1121,14,69446504,ACTN1,0.0,0.0,0.0,0.3434012598792835,278,280
22467,cg27637597,631,7,5342933,SLC29A4,0.0,0.0,0.0,0.3432985322745226,279,243
23302,cg15993027,657,7,43484421,HECW1,0.0,0.0,0.0,0.3425031722901865,280,104
30193,cg03310691,819,10,34505321,PARD3,0.0,0.0,0.0,0.3415151121503421,281,13991
36856,cg12671565,997,12,1904730,CACNA2D4,0.0,0.0,0.0,0.3412737356964542,282,66
22945,cg21713522,647,7,27957308,JAZF1,0.0,0.0,0.0,0.341054922980183,283,16359
